year,ranking,title,artist,lyrics,song_url,producers,writers,label,released_on,tags,month,In English,Pop,Rap,R&B,Electro-Pop,Rock,usa,year_month
2004,1,Yeah!,Usher featuring Lil Jon and Ludacris,"[Intro: USHER & Lil Jon]
Peace up, A-Town down
Yeah (Yeah)
Okay (Okay)
Usher, Usher
And Lil Jon
Yeah-yeah-yeah, yeah, yeah, yeah
Yeah-yeah-yeah, yeah, yeah, yeah (What it do, shawty?)
Let's go
[Verse 1: USHER & Lil Jon]
Up in the club with my homies
Tryna get a little V-I, keep it down on the low-key (Low-key)
'Cause you know how it is (Hey, hey)
I saw this shorty, she was checkin' up on me
From the game she was spittin' in my ear, you would think that she know me (Know me)
I decided to chill (Okay)
Conversation got heavy (Hey)
She had me feelin' like she's ready to blow
Watch out! (Oh)
Watch out!
She was sayin', ""Come get me"" (Come get me)
So I got up and followed her to the floor
She said, ""Baby, let's go"" (Let's go)
When I told her, I said",https://genius.com/usher-yeah-lyrics,['Lil Jon'],"['Sean Garrett', 'Rob McDowell', 'Patrick “J. Que” Smith', 'Ludacris', 'L-Roc', 'Lil Jon', 'LaMarquis Jefferson']","['Arista Records', 'LaFace Records']","January 27, 2004","['Crunk', 'Pop Rap', 'Contemporary R&B', 'Dirty South', 'Dance-Pop', 'Southern Rap', 'Hip-Hop', 'Pop', 'R&B', 'In English', 'USA', 'Rap', 'Atlanta Rap']",1,1,1,1,1,0,0,1,2004-01
2004,2,Burn,Usher,"[Intro]
Girl, I understand why
See, it's burnin' me to hold on to this
I know this is somethin' I gotta do
But that don't mean I want to
What I'm tryna say is that, I... love you, I just...
I feel like this... is comin' to an end
And it's better for me to... let it go now
Than hold on and hurt you
But I gotta let it burn
[Verse 1]
It's gon' burn for me to say this, but it's comin' from my heart
It's been a long time comin', but we done been fell apart
Really wanna work this out, but I don't think you're gonna change
I do, but you don't, think it's best we go our separate ways
Tell me why I should stay in this relationship
When I'm hurtin', baby, I ain't happy, baby
Plus there's so many other things I gotta deal with
I think that you should let it burn
[Chorus]
When your feelin' ain't the same and your body don't want to
But you know, gotta let it go 'cause the party ain't
Jumpin' like it used to, even though this might bruise you (No, no)
Let it burn (Yeah), let it burn (Ooh), gotta let it burn
Deep down, you know it's best for yourself, but you
Hate the thought of her bein' with someone else
But you know that it's over, we knew it was through (Yeah)
Let it burn (Let it burn, woah), let it burn (Let it burn), gotta let it burn",https://genius.com/usher-burn-lyrics,"['Jermaine Dupri', 'Bryan-Michael Cox']","['Jermaine Dupri', 'Bryan-Michael Cox', 'USHER']","['LaFace Records', 'Arista Records']","March 21, 2004","['Soul Pop', 'USA', 'Soul', 'Pop', 'R&B', 'In English']",3,1,1,0,1,0,0,1,2004-03
2004,3,If I Ain't Got You,Alicia Keys,"[Intro]
Mm-mm
Mm-mm, oh
Mm-mm
[Verse 1]
Some people live for the fortune
Some people live just for the fame
Some people live for the power, yeah
Some people live just to play the game
[Pre-Chorus]
Some people think that the physical things
Define what's within
And I've been there before, but that life's a bore
So full of the superficial
[Chorus]
Some people want it all
But I don't want nothin' at all
If it ain't you, baby
If I ain't got you, baby
Some people want diamond rings
Some just want everything
But everything means nothin'
If I ain't got you, yeah",https://genius.com/alicia-keys-if-i-aint-got-you-lyrics,['Alicia Keys'],['Alicia Keys'],['J Records'],"February 17, 2004","['Ballad', 'R&B', 'In English', 'Soul Pop', 'USA', 'Soul', 'Adult Contemporary', 'Pop', 'Singer-Songwriter']",2,1,1,0,1,0,0,1,2004-02
2004,4,This Love,Maroon 5,"[Verse 1]
I was so high I did not recognize
The fire burning in her eyes
The chaos that controlled my mind
Whispered goodbye as she got on a plane
Never to return again
But always in my heart, oh
[Chorus]
This love has taken its toll on me
She said goodbye too many times before
And her heart is breaking in front of me
And I have no choice
'Cause I won't say goodbye anymore
[Post-Chorus]
Woah, oh, oh
Woah, oh, oh
Woah, oh, oh, oh
[Verse 2]
I tried my best to feed her appetite
Keep her coming every night
So hard to keep her satisfied, oh
Kept playing love like it was just a game
Pretending to feel the same
Then turn around and leave again
But uh-oh",https://genius.com/maroon-5-this-love-lyrics,"['Mark Endert', 'Matt Wallace']","['Jesse Carmichael', 'Adam Levine']","['J Records', 'Octone Records']","June 25, 2002","['Alternative R&B', 'Bubblegum Pop', 'Pop-Rock', 'Neo Soul', 'Alternative', 'Indie Pop', 'Soul Rock', 'Adult Alternative', 'Funk-Pop', 'Electro-Funk', 'Pop', 'Contemporary R&B', 'Funk Rock', 'Funk', 'Adult Contemporary', 'USA', 'Dance Rock', 'Alternative Rock', 'Soul', 'In English', 'Teen Pop', 'Rock', 'Dance-Pop', 'Soul Pop', 'Pop-R&B', 'R&B', 'Alternative Dance', 'Alternative Pop', 'Indie Rock', 'Dance', 'Independent']",6,1,1,0,1,0,1,1,2004-06
2004,5,The Way You Move,OutKast featuring Sleepy Brown,"[Intro: Big Boi]
Boom, boom, boom
Ha-ha!
[Verse 1: Big Boi]
Ready for action, nip it in the bud
We never relaxing, OutKast is everlasting
Not clashing, not at all
But, see, my nigga went to do a little acting
Now, that's for anyone asking, give me one, pass 'em
Drip-drip-drop—there goes an eargasm
Now you cumming out the side of your face
We tapping right into your memory banks (Thanks!)
So ""click it or ticket,"" let's see your seat belt fastened
Trunk rattling, like two midgets in the backseat 'rassling
Speakerboxxx vibrate the tag
Make it sound like aluminum cans in the bag
But I know y'all wanted that 808
Can you feel that B-A-S-S, bass?
But I know y'all wanted that 808
Can you feel that B-A-S-S, bass?
[Chorus: Sleepy Brown]
I like the way you move
I like the way you move, woo-ooh-ooh
I love the way you move
I love the way, I love the way
I love the way you move
I love the way you move, woo-ooh-ooh
I love the way you move
I love the way, I love the way",https://genius.com/outkast-the-way-you-move-lyrics,"['Big Boi', 'Carl Mo']","['Sleepy Brown', 'Big Boi', 'Carl Mo']","['Arista Records', 'LaFace Records']","September 23, 2003","['Atlanta Rap', 'In English', 'Soul Pop', 'Soul Rap', 'Pop Rap', 'R&B', 'Rap', 'Dirty South', 'Alternative R&B', 'Alternative Rap', 'USA', 'Funk', 'Soul']",9,1,0,1,1,0,0,1,2004-09
2004,6,The Reason,Hoobastank,"[Verse 1]
I'm not a perfect person
There's many things I wish I didn't do
But I continue learning
I never meant to do those things to you
And so I have to say before I go
That I just want you to know
[Chorus]
I've found a reason for me
To change who I used to be
A reason to start over new
And the reason is you
[Verse 2]
I'm sorry that I hurt you
It's something I must live with every day
And all the pain I put you through
I wish that I could take it all away
And be the one who catches all your tears
That's why I need you to hear
[Chorus]
I've found a reason for me
To change who I used to be
A reason to start over new
And the reason is you",https://genius.com/hoobastank-the-reason-lyrics,['Howard Benson'],"['Dan Estrin', 'Douglas Robb']","['Def Jam Recordings', 'Island Records']","December 9, 2003","['Rock', 'Soundtrack', 'Adult Contemporary', 'USA', 'In English', 'Ballad', 'Alternative Rock']",12,1,0,0,0,0,1,1,2004-12
2004,7,I Don't Wanna Know,Mario Winans featuring Enya and P. Diddy,"[Intro: Diddy and Mario Winans]
Hold up, let me answer my phone
Some bitch callin' me about some bullshit probably
I'ma call you right back, I'm doin' this mixtape right now
Now back to what I was sayin'...
I just can't believe this, man
It's just another night of these thoughts
Can't get this out of my head
Yeah
[Verse 1: Mario Winans]
Somebody said they saw you
The person you were kissing wasn't me
And I would never ask you
I just kept it to myself
[Chorus: Mario Winans]
I don't wanna know
If you're playin' me, keep it on the low
'Cause my heart can't take it anymore
And if you're creepin', please don't let it show
Oh, baby
I don't wanna know
Oh, oh, baby
[Verse 2: Mario Winans]
I think about it when I hold you
When lookin' in your eyes, I can't believe
I don't need to know the truth
Baby, keep it to yourself",https://genius.com/mario-winans-i-dont-wanna-know-lyrics,['Mario Winans'],"['Erick Sermon', 'Loon', 'Mario Winans', 'Nicky Ryan', 'Roma Ryan', 'PMD', 'Michael Carlos Jones', 'Enya']","['Universal Records', 'Bad Boy Entertainment']","November 18, 2003","['Soul Pop', 'Rap', 'USA', 'In English', 'Soul', 'Pop', 'Ballad', 'R&B', 'Pop-R&B', 'Neo Soul']",11,1,1,1,1,0,0,1,2004-11
2004,8,Hey Ya!,OutKast,"[Intro: André 3000]
One, two, three, uh!
[Verse 1: André 3000]
My baby don't mess around
Because she loves me so, and this I know for sure (Uh)
But does she really wanna
But can't stand to see me walk out the door? (Ah)
Don't try to fight the feeling
'Cause the thought alone is killing me right now (Uh)
Thank God for Mom and Dad
For sticking two together 'cause we don't know how (C'mon)
[Chorus: André 3000]
Hey ya! Hey ya!
Hey ya! Hey ya!
Hey ya! Hey ya!
Hey ya! Hey ya!
[Verse 2: André 3000]
You think you've got it, oh, you think you've got it
But ""got it"" just don't get it 'til there's nothing at all (Ah!)
We get together, oh, we get together
But separate's always better when there's feelings involved (Ah)
If what they say is, ""Nothing is forever""
Then what makes, then what makes, then what makes
Then what makes, what makes, what makes love the exception?
So why oh, why oh, why oh, why oh, why oh
Are we so in denial when we know we're not happy here?
Y'all don't wanna hear me, you just wanna dance",https://genius.com/outkast-hey-ya-lyrics,['André 3000'],['André 3000'],"['Arista Records', 'LaFace Records']","September 9, 2003","['Electro-Funk', 'Pop Rap', 'Dance', 'Funk-Pop', 'Dance-Pop', 'Neo Soul', 'Pop-Rock', 'Synth-Pop', 'Funk', 'Pop', 'R&B', 'Soul Pop', 'Rap', 'Synth Funk']",9,0,1,1,1,0,0,0,2004-09
2004,9,Goodies,Ciara featuring Petey Pablo,"[Intro: Ciara]
My goodies, my goodies, my goodies
Not my goodies (Ow!)
[Verse 1: Petey Pablo & Ciara]
I got a sick reputation for handlin' broads
All I need is me a few seconds or more (A few seconds or more)
And it's a wrap, tell valet to bring my 'Lac
And I ain't comin' back
So you can put a car right there (Put a car right there)
I'm the truth, and I ain't got nothin' to prove
And you can ask anybody 'cause they seen me do it (They seen me do it)
Barricades? I run right through 'em, used to 'em
Throw all the dirt you want, it's no use
You still won't have a pin-up in a fabulous room
On her back, pickin' out baskets of fruit (I love you, boo)
Yeah, Freak and Petey love you too (Yeah), ha-ha
You know how I do it (That goodie, goodie)
[Verse 2: Ciara]
You may look at me and think that I'm just a young girl
But I'm not just a young girl
Baby, this is what I'm lookin' for
Sexy, independent, gotta spend it type that's gettin' his dough
I'm not bein' too dramatic, that's the way I gotta have it",https://genius.com/ciara-goodies-lyrics,['Lil Jon'],"['Craig Love', 'Ciara', 'LaMarquis Jefferson', 'Lil Jon', 'Sean Garrett']","['Arista Records', 'Sho’nuff Records']","June 8, 2004","['Atlanta Rap', 'USA', 'Dirty South', 'Rap', 'R&B', 'Crunk', 'Aa (Check Description)', 'In English']",6,1,0,1,1,0,0,1,2004-06
2004,10,Lean Back,Terror Squad featuring Fat Joe and Remy Ma,"[Intro: Fat Joe]
Owwwwww! Yeah! My niggas, ahah
Throw your hands in the air right now, man!
Feel this shit right here,
Scott Storch, nigga
Yeah Khaled, I see you nigga
,
ShowBiz, Born Lord
Uh, yeah, uh, yo
[Verse 1: Fat Joe]
I don't give a fuck about your faults or mishappens
Nigga, we from the Bronx, New York, shit happens
Kids clappin', love to spark the place
Half the niggas in the Squad got a scar on their face
It's a cold world and this is ice
Half a mil' for the charm, nigga, this is life
Got the Phantom in front of the building, Trinity Ave
Ten years been legit, they still figure me bad
As a youngin, was too much to cope with
Why you think, muh'fuckers nicknamed me Cook Coke shit?
Should've been called Armed Robbery
Extortion, or maybe Grand Larceny
I did it all
, I put the pieces to the puzzle
Just as long, I knew me and my peoples was gon' bubble
Came out the gate on some Flo-Jo shit
Fat nigga with the shotty was the logo, kid
[Chorus: Fat Joe]
I said my niggas don't dance
We just pull up our pants and, do the Rockaway
Now lean back, lean back
Lean back, lean back (come on!)
I said my niggas don't dance
We just pull up our pants and, do the Rockaway
Now lean back, lean back
Lean back, lean back (come on!)",https://genius.com/terror-squad-lean-back-lyrics,['Scott Storch'],"['Remy Ma', 'Fat Joe', 'Scott Storch']","['SRC Records', 'Universal Music Group', 'Terror Squad Entertainment']","June 8, 2004","['Soundtrack', 'Dance', 'In English', 'Pop Rap', 'New York Rap', 'Gaming', 'Rap', 'East Coast Rap', 'Gangsta Rap', 'USA']",6,1,0,1,0,0,0,1,2004-06
2004,11,Tipsy,J-Kwon,"[Intro]
Teen drinkin' is very bad
Yo, I got a fake ID though
Yeah (Hot, hot)
Yeah (Hot, hot)
Yeah, yeah
Two-step wit' me, two-step wit' me (Hot, hot, hot, hot)
Yeah (Hot, hot)
Yeah (Hot, hot)
Yeah, yeah
Two-step wit' me, two-step wit' me (Hot, hot, hot, hot)
[Verse 1]
One, here comes the two to the three to the four
Everybody drunk out on the dance floor
Baby girl ass jiggle like she want more
Like she a groupie and I ain't even on tour
Maybe 'cause she heard that I rhyme hardcore
Or maybe 'cause she heard that I buy out the stores
Bottom of the ninth and this nigga gotta score
If not I gotta move on to the next whore
Here comes the three to the two to the one
Homeboy trippin', he don't know I got a gun
When it come to pop, man, we do shit for fun
You ain't got one? Nigga, you better run
Now I'm in the back gettin' head from my hun
While she goin' down, I'm braggin' on what I done
She smokin' my blunt sayin' she ain't havin' fun
Bitch, give it back, now you don't get none",https://genius.com/j-kwon-tipsy-lyrics,['Trackboyz'],"['J-Kwon', 'Brian May', 'Mark Williams', 'Capo (Trackboyz)']","['So So Def Recordings', 'Arista Records']","February 10, 2004","['In English', 'Rap', 'Midwest Rap', 'USA', 'Hip-Hop', 'Electro-Hop']",2,1,0,1,0,0,0,1,2004-02
2004,12,Confessions Part II,Usher,"[Intro]
Watch this
[Chorus]
These are my confessions
Just when I thought I said all I could say
My chick on the side said she got one on the way
These are my confessions
Man, I'm throwed and I don't know what to do
I guess I gotta give part two of my confessions
If I'm gonna tell it, then I gotta tell it all (All)
Damn near cried when I got that phone call
I'm so throwed, I don't know what to do
But to give you part two of my confessions
[Verse 1]
Now, this gon' be the hardest thing I think I ever had to do
Got me talking to myself, asking how I'm gon' tell you
'Bout that chick on part one I told y'all I was creepin' with, creepin' with
Said she's three months pregnant and she's keepin' it
The first thing that came to mind was you
Second thing was how do I know if it's mine and is it true?
Third thing was me wishing that I never did what I did
How I ain't ready for no kid and bye bye to our relationship
[Chorus]
These are my confessions
Just when I thought I said all I could say (Oh, oh)
My chick on the side said she got one on the way (Yeah, yeah)
These are my confessions
Man, I'm throwed and I don't know what to do (No)
I guess I gotta give you part two of my confessions (This is part two, oh, oh)
If I'm gonna tell it, then I gotta tell it all (Tell it all)
Damn near cried when I got that phone call
I'm so throwed, I don't know what to do (I don't know, I don't know)
But to give you part two of my confessions",https://genius.com/usher-confessions-part-ii-lyrics,['Jermaine Dupri'],"['Jermaine Dupri', 'Bryan-Michael Cox', 'USHER']","['Arista Records', 'LaFace Records']","June 1, 2004","['R&B', 'Soul', 'Soul Pop']",6,0,0,0,1,0,0,0,2004-06
2004,13,Slow Motion,Juvenile featuring Soulja Slim,"[Intro: Soulja Slim]
Slow motion for me
Slow motion for me, move in slow motion for me (C'mon)
Slow motion for me
Slow motion for me, move in slow motion for me
[Chorus: Soulja Slim]
Ughh! I like it like that
She working that back, I don't know how to act
Slow motion for me, slow motion for me
Slow motion for me, move in slow motion for me
Ughh! I like it like that
She working that back, I don't know how to act
Slow motion for me, slow motion for me
Slow motion for me, move in slow motion for me
[Verse 1: Soulja Slim]
I'm a dick thrower,
her neck and her back hurting
Cut throater, have you like a brand new virgin
It's like when you get used of it then you start serving
Hop up on top and start jicky-jicky-jerking
Slow down for me, a-you moving too fast
My fingers keep slipping, I'm tryna grip that ass
Keep being hard-headed and I'ma make you get off me
Got human enough disguise but my face is a doggy
If you loving my bark, let me bury my bone
I got four or five bad married bitches at home
One of my bitches feel in love with that outside dick
That outside dick keep them hoes sick like",https://genius.com/juvenile-slow-motion-lyrics,['Dani Kartel'],"['Soulja Slim', 'Juvenile', 'Dani Kartel']","['Universal Music Group', 'Konvict Muzik', 'Be Music', 'Cash Money Records']","March 1, 2004","['USA', 'Dirty South', 'Rap', 'In English']",3,1,0,1,0,0,0,1,2004-03
2004,14,Freek-a-Leek,Petey Pablo,"[Intro: DJ Petey Pablo & Caller number 1]
Let's take some calls from the request line
Caller number 1
Hey man, what's up? This Dominique from Shady Knoll Trailer Park
What's up, Dominique?
I wanna hear that song from Lil' Jon and Petey Pablo
Aight, I got that coming right up for ya
Now shout out the radio station (Uh) that gave ya what ya wanted
W-boom-boom-beat, baby
[Refrain: Penelope Magnet & Petey Pablo]
How you like it, daddy? (Would ya do it from the front?)
How you like it, daddy? (Would ya do it from the back?)
How you like it, daddy? (Gonna break it down like that)
How you like it, daddy? (Uh)
How you like it, daddy? (Would ya do it from the front?)
How you like it, daddy? (Would ya do it from the back?)
How you like it, daddy? (Then you break it down like that)
How you like it, daddy? (Woah)
[Verse 1: Petey Pablo]
Twenty-four, thirty-four, forty-six (Six)
Good and thick and what you give her she'll work wit' it (She'll work wit' it)
Pretty face and some cute lips (Cute lips)
Earring in her tongue and she know what to do with it (She know what to do wit' it)
Made a name for herself and she do her shit well
And know how to keep her business to herself (Keep her business to herself)
Come over anytime nigga call check
1 o'clock, 2 o'clock (Ding-dong), and she right there (Right there)
And she know why she came here (She know why she came here)
And she know where her clothes suppose to be (Off and over there)
Sniff a lil' coke, take a lil' X (Hey)
Smoke a lil' weed, drink a lil' bit (Ay)
I need a girl I could freak wit' (I could freak wit')
And wanna try shit and ain't scared of a big dick (Big dick)
And love to get her
pussy licked
by another bitch
'Cause I ain't drunk enough to do that shit (Ay, I'll read it)",https://genius.com/petey-pablo-freek-a-leek-lyrics,['Lil Jon'],"['Craig Love', 'Petey Pablo', 'Corey Evans', 'LaMarquis Jefferson', 'Lil Jon']",['Jive Records'],"December 16, 2003","['Dirty South', 'Crunk', 'Rap', 'Jerk', 'Pop Rap', 'Hip-Hop']",12,0,0,1,0,0,0,0,2004-12
2004,15,Here Without You,3 Doors Down,"[Verse 1]
A hundred days have made me older
Since the last time that I saw your pretty face
A thousand lies have made me colder
And I don't think I can look at this the same
But all the miles that separate
Disappear now when I'm dreaming of your face
[Chorus]
I'm here without you, baby
But you're still on my lonely mind
I think about you, baby
And I dream about you all the time
I'm here without you, baby
But you're still with me in my dreams
And tonight, it's only you and me, yeah
[Verse 2]
The miles just keep rolling
As the people leave their way to say hello
I've heard this life is overrated
But I hope that it gets better as we go
Oh yeah, yeah
[Chorus]
I'm here without you, baby
But you're still on my lonely mind
I think about you, baby
And I dream about you all the time
I'm here without you, baby
But you're still with me in my dreams
And tonight, girl, it's only you and me, yeah",https://genius.com/3-doors-down-here-without-you-lyrics,['Rick Parashar'],"['Chris Henderson', 'Brad Arnold', 'Todd Harrell', 'Matt Roberts']",,"November 12, 2002","['Ballad', 'Hard Rock', 'Post-Grunge', 'In English', 'Alternative Rock', 'Pop-Rock', 'Rock', 'USA', 'Alternative']",11,1,0,0,0,0,1,1,2004-11
2004,16,Slow Jamz,Twista featuring Kanye West and Jamie Foxx,"[Produced by Kanye West]
[Intro]
Are you going to be, say that you're gonna be
[Hook: Jamie Foxx]
She say she want some Marvin Gaye,
some Luther Vandross
A little Anita, will definitely set this party off right
(Are you gonna be, are you gonna be, are you gonna be
Are you gonna be, are you gonna be, well, well, well, well)
She say she want some Ready For The World, some New Edition
Some Minnie Riperton, will definitely set this party off right
Yes, it well, oh yes, it will
(Are you gonna be, are you gonna be, are you gonna be
Are you gonna be, are you gonna be, well, well, well, well)
[Verse 1: Kanye West]
Yes it will, it definitely will! You know what I told her?
I told her to ""Drive over in your new whip
Bring some friends you cool with
I'ma bring the Cool Whip,
then I want you to strip
See you is my new chick, so we get our grind on
She be grabbing, calling me Biggie, like Shyne home
Man I swear she fine homes, why she always lying though?
Telling me them diamonds, when she know they rhinestones
She got a light-skinned friend, look like Michael Jackson
Got a dark-skinned friend, look like Michael Jackson
I played Ready for the World,
she was ready for some action
My dog said you ain't no freak, so you 'bout to prove my man wrong
I'ma play this Vandross,
you gon' take your pants off
I'ma play this Gladys Knight, me and you gon' get right",https://genius.com/twista-slow-jamz-lyrics,['Kanye West'],"['Burt Bacharach', 'Hal David', 'Twista', 'Kanye West', 'Bacharach & David']",['Atlantic Records'],"December 2, 2003","['USA', 'Chicago Rap', 'Midwest Rap', 'Rap', 'Hip-Hop', 'In English']",12,1,0,1,0,0,0,1,2004-12
2004,17,Someday,Nickelback,"[Verse 1]
How the hell'd we wind up like this?
Why weren't we able to see the signs that we missed?
And try to turn the tables
I wish you'd unclench your fists and unpack your suitcase
Lately, there's been too much of this
But don't think it's too late
[Pre-Chorus]
Nothing's wrong
Just as long
As you know that someday I will
[Chorus]
Someday, somehow
I'm gonna make it all right, but not right now
I know you're wondering when
(
You're the only one who knows that
)
Someday, somehow
I'm gonna make it all right, but not right now
I know you're wondering when
[Verse 2]
Well, I'd hope that since we're here anyway
That we could end up saying
Things we've always needed to say
So we could end up staying
Now the story's played out like this
Just like a paperback novel
Let's rewrite an ending that fits
Instead of a Hollywood horror",https://genius.com/nickelback-someday-lyrics,"['Joey Moi', 'Nickelback']","['Ryan Peake', 'Mike Kroeger', 'Ryan Vikedal', 'Chad Kroeger']",['Roadrunner Records'],"August 5, 2003","['Hard Rock', 'Alternative Rock', 'Post-Grunge', 'Ballad', 'Canada', 'Pop-Rock', 'Rock']",8,0,0,0,0,0,1,0,2004-08
2004,18,Naughty Girl,Beyoncé,"[Intro]
I love to love you, baby (I love to love you, baby)
I love to love you, baby (I love to love you, baby)
Uh, uh, uh
[Verse 1]
I'm feelin' sexy
I wanna hear you say my name, boy
If you can reach me
You can feel my burnin' flame
Feelin' kind of N-A-S-T-Y
Why I just might take you home with me
[Pre-Chorus]
Baby, the minute I feel your energy
The vibe is just takin' over me (Ah)
Start feeling so crazy, babe
Lately, I feel the funk comin' over me
I don't know what's gotten into me
The rhythm's got me feelin' so crazy, babe
[Chorus]
Tonight, I'll be your naughty girl (Uh)
I'm callin' all my girls
We gon' turn this party out
I know you want my body
Tonight, I'll be your naughty girl
I'm callin' all my girls
I see you look me up and down
And I came to party",https://genius.com/beyonce-naughty-girl-lyrics,"['Beyoncé', 'Scott Storch']","['Donna Summer', 'Angela Beyince', 'Giorgio Moroder', 'Robert Waller', 'Beyoncé', 'Scott Storch', 'Pete Bellotte']","['Sony Urban Music', 'Columbia Records']","March 14, 2004","['In English', 'Funk', 'USA', 'R&B', 'Pop']",3,1,1,0,1,0,0,1,2004-03
2004,19,My Immortal,Evanescence,"[Verse 1]
I'm so tired of being here
Suppressed by all my childish fears
And if you have to leave
I wish that you would just leave
'Cause your presence still lingers here
And it won't leave me alone
[Pre-Chorus]
These wounds won't seem to heal
This pain is just too real
And there's just too much that time cannot erase
[Chorus]
When you cried, I'd wipe away all of your tears
When you'd scream, I'd fight away all of your fears
And I held your hand through all of these years
But you still have all of me
[Verse 2]
You used to captivate me by your resonating light
And now I'm bound by the life you left behind
Your face, it haunts my once pleasant dreams
Your voice, it chased away all the sanity in me
[Pre-Chorus]
And these wounds won't seem to heal
And this pain is just too real
And there's just too much that time cannot erase",https://genius.com/evanescence-my-immortal-lyrics,['Ben Moody'],"['Ben Moody', 'Amy Lee']",['Wind-Up Records'],"November 4, 2000","['Adult Contemporary', 'Ballad', 'Rock', 'Alternative Rock', 'Piano Rock', 'Pop-Rock', 'Pop', 'In English', 'USA', 'Symphonic Rock']",11,1,1,0,0,0,1,1,2004-11
2004,20,Sunshine,Lil' Flip featuring Lea,"[Intro: Lea & Lil' Flip]
Uhhh
Yeeah
Ohh, ohh, ohh, oh baby
Lil' Flipper (Lil' Flipper)
Ooh baby
My girl Lea (my girl Lea) hit it
[Chorus: Lea]
Sunshine
I can call you my baby boy
You can call me your baby girl
Maybe we can spend some time (Some time)
I can be your sunshine
I can call you my baby boy
You can call me your baby girl
Maybe we can spend some time (Some time)
I can be your sunshine
[Verse 1: Lil' Flip]
Look, I know you wanna chill wit a player
But all you got to do is keep it real wit a player
Just answer your phone whenever I call
Cause I'm riding on chrome whenever I ball
I like them short and tall but not too thick
I just walk in the spot and take my pick
And they wanna roll cause they like my style
And when I pop my collar I make them smile
I need a lady on the streets but a freak in the sheets
That know how to cook cause a nigga like to eat
Spaghetti, shrimp and steak and I'll adore you
I'll treat you like milk, I'll do nothing but spoil you",https://genius.com/lil-flip-sunshine-lyrics,['The Synphony'],"['Lil’ Flip', 'Lea Quezada', 'The Synphony']",,"May 21, 2004","['Dirty South', 'Underground Rap', 'Rap', 'Hip-Hop', 'Texas Rap', 'R&B']",5,0,0,1,1,0,0,0,2004-05
2004,21,Dirt off Your Shoulder,Jay-Z,"[Produced by Timbaland]
[Intro]
You're now tuned into the muh'fuckin' greatest!
(Ugh, ugh, uh-huh-uh-huh, ugh)
(Jigga, uh-huh-uh, uh-uh)
Turn the music up in the headphones (Jigga)
(Uh-huh-uh, Jigga, uh-uh, uh-uh, ugh)
Tim, you can go on and brush your shoulders off, nigga
I got you
(Ugh, ch-ch, ugh, ugh, Jigga)
Ugh, yeah
[Chorus]
If you feelin' like a pimp, nigga, go on—brush your shoulders off
Ladies is pimps, too; go on—brush your shoulders off
Niggas is crazy, baby; don't forget that boy told you
Get that dirt off your shoulder
[Verse 1]
I probably owe it to y'all, prolly be locked by the force
Tryna hustle some things that go with the Porsche
Feelin' no remorse, feelin' like my hand was forced
Middle finger to the law, nigga, grippin' my balls
Said, the ladies, they love me — from the bleachers, they screamin'
All the ballers is bouncin' — they like the way I be leanin'
All the rappers be hatin' off the track that I'm makin'
But all the hustlers — they love it just to see one of us make it
Came from the bottom of the bottom to the ""Top of the Pops""
Nigga, London (Woo),
Japan
(Woo), and I'm straight off the block
Like a running back — get it, man? I'm straight off the block
I can run it back, nigga, ‘cause I'm straight with the Roc (Come on)",https://genius.com/jay-z-dirt-off-your-shoulder-lyrics,['Timbaland'],"['JAY-Z', 'Timbaland']","['Def Jam Recordings', 'Roc-A-Fella Records']","March 2, 2003","['In English', 'New York Rap', 'Rap', 'East Coast Rap', 'Hip-Hop', 'USA']",3,1,0,1,0,0,0,1,2004-03
2004,22,Move Ya Body,Nina Sky featuring Jabba,"[Intro: Jabba]
Alright, right about no massive and crew
You don't know, say ""Jabba pass trough""
Alright now, we have the biggest group singers here right now. Brand new at the market. Listen everybody worldwide. Get use use to that group, yuh. You don't know
Right now girls. Oh
[Chorus: Nina Sky & Jabba]
Move your body, girl (Move it, babe), make the fellas go
The way you ride it, girl, makes the fellas go (We love the ladies, yeah)
Move your body, girl (Move your body), make the fellas go
The way you ride it, girl (Alright now), makes the fellas go (Yo)
[Verse 1: Nina Sky & Jabba]
All up in the club looking fly (You know)
Made your first approach and caught his eye (Woah)
Slowly move your way towards the dancefloor (Everybody touch the dancefloor, come down)
Grabbed her hand and she whispered (
Turn up, Just Yaz
)
Whole night has gotten through
Stand behind me, let me grind with you (Rub around)
If I lick my lips, I'm probably feeling you
I'ma make you go, ""Ooh""
[Chorus: Nina Sky & Jabba]
Move your body, girl (Move your body, baby), make the fellas go
The way you ride it, girl (Everybody already know), makes the fellas go
Move your body, girl, make the fellas go
The way you ride it, girl, makes the fellas go",https://genius.com/nina-sky-move-ya-body-lyrics,"['Lionel Bermingham', 'Elijah Wells']","['Gerald Charles', 'Jabba', 'Curt “CurT-T-T” Bedeau', 'B-Fine', 'Paul Anthony (of Full Force)', 'Elijah Wells', 'Luis Díaz', 'Natalie Albino', 'Cordel Burrell', 'Lionel Bermingham', 'Nicole Albino']",,"April 27, 2004","['USA', 'Dancehall', 'Pop', 'Jamaica', 'In English']",4,1,1,0,0,0,0,1,2004-04
